Cycle	PhoneInhib	PhoneSum	PhoneSumPos	LexInhib	LexSum	LexSumPos	PWsum	WPsum	Item	Phase	Form	Critical	Set
31	12.097834	-49.955607	5.392982	134.826823	-234.839943	4.727552	23.702503	0.413570	NON	POST	karpad	a	A
32	12.432658	-50.156591	5.531699	145.942944	-253.436073	4.656896	25.108444	0.406365	NON	POST	karpad	a	A
33	12.757961	-50.308472	5.740963	157.696441	-272.532805	4.583541	26.488528	0.401076	NON	POST	karpad	a	A
34	13.247095	-50.542804	5.931991	170.047985	-291.995066	4.533915	28.258347	0.396250	NON	POST	karpad	a	A
35	13.694069	-50.844511	6.136747	182.977366	-311.831651	4.453584	29.848741	0.394848	NON	POST	karpad	a	A
36	14.173023	-51.236884	6.253078	195.627278	-331.806854	4.350746	31.518682	0.390755	NON	POST	karpad	a	A
37	14.446955	-51.601356	6.301130	207.791951	-351.814469	4.257556	32.619544	0.384409	NON	POST	karpad	a	A
38	14.562591	-51.817755	6.370577	218.631563	-371.577479	4.169042	33.241775	0.378402	NON	POST	karpad	a	A
39	14.727964	-51.973047	6.603371	228.140903	-390.715176	4.086894	34.102899	0.372203	NON	POST	karpad	a	A
40	15.272398	-52.238967	6.885728	236.902943	-408.846439	3.998606	36.149594	0.366217	NON	POST	karpad	a	A
41	15.931901	-52.674843	7.098783	246.272766	-426.075240	3.924715	38.516538	0.359977	NON	POST	karpad	a	A
42	16.430702	-53.183673	7.218810	255.628259	-442.561257	3.849183	40.368217	0.356499	NON	POST	karpad	a	A
43	16.713753	-53.645381	7.259086	263.898361	-458.302062	3.776404	41.499352	0.352666	NON	POST	karpad	a	A
44	16.811742	-53.928800	7.317621	270.888102	-473.249940	3.736646	42.040961	0.348611	NON	POST	karpad	a	A
45	16.952024	-54.121763	7.482503	276.552160	-487.229126	3.693789	42.732798	0.346575	NON	POST	karpad	a	A
46	17.338958	-54.374895	7.728336	281.595401	-500.116621	3.651440	44.036499	0.344103	NON	POST	karpad	a	A
47	17.913631	-54.818839	7.905700	286.508793	-511.949323	3.612962	45.600857	0.341685	NON	POST	karpad	a	A
48	18.329380	-55.397372	7.992197	290.972419	-522.838239	3.568186	46.687635	0.339109	NON	POST	karpad	a	A
49	18.534245	-56.021984	8.015834	294.757916	-532.849290	3.519852	47.249319	0.335705	NON	POST	karpad	a	A
50	18.593204	-56.616146	8.037820	297.825180	-542.044789	3.482131	47.477625	0.331733	NON	POST	karpad	a	A
51	18.647743	-57.196462	8.079256	300.439581	-550.496034	3.447061	47.504094	0.328547	NON	POST	karpad	a	A
52	18.743874	-57.773872	8.160674	302.489314	-558.245786	3.407208	47.333445	0.325319	NON	POST	karpad	a	A
53	18.932764	-58.377944	8.236553	304.001440	-565.324482	3.419274	47.058845	0.321412	NON	POST	karpad	a	A
54	19.108802	-59.010170	8.294919	305.107247	-571.784268	3.578367	46.720886	0.322303	NON	POST	karpad	a	A
55	19.244211	-59.658885	8.335059	306.376899	-577.799933	3.777272	46.346406	0.336339	NON	POST	karpad	a	A
56	19.337336	-60.310434	8.349151	308.468281	-583.677487	3.963447	45.992985	0.353315	NON	POST	karpad	a	A
57	19.370029	-60.949304	8.362246	311.190626	-589.641498	4.092936	45.570838	0.367847	NON	POST	karpad	a	A
58	19.400410	-61.579080	8.376177	314.029454	-595.738211	4.184301	45.154505	0.375769	NON	POST	karpad	a	A
59	19.432729	-62.201386	8.374902	316.657341	-601.933154	4.252953	44.766815	0.379878	NON	POST	karpad	a	A
60	19.429771	-62.807126	8.359868	318.876943	-608.151414	4.286909	44.352703	0.381879	NON	POST	karpad	a	A
61	19.394894	-63.391385	8.337820	320.614446	-614.297824	4.295114	43.910769	0.380280	NON	POST	karpad	a	A
62	19.343741	-63.952366	8.305619	321.985116	-620.309718	4.287397	43.480680	0.376143	NON	POST	karpad	a	A
63	19.269036	-64.487093	8.268662	323.068008	-626.152874	4.264650	43.017031	0.370309	NON	POST	karpad	a	A
64	19.183296	-64.994991	8.223384	324.018412	-631.813364	4.235151	42.528230	0.362931	NON	POST	karpad	a	A
65	19.078250	-65.474817	8.174465	324.898190	-637.285029	4.191187	42.019394	0.355610	NON	POST	karpad	a	A
66	18.964757	-65.927706	8.130721	325.725083	-642.558758	4.136822	41.526947	0.346972	NON	POST	karpad	a	A
67	18.863273	-66.357494	8.084990	326.637022	-647.632682	4.073412	41.130682	0.337460	NON	POST	karpad	a	A
68	18.757177	-66.764761	8.033079	327.787150	-652.538387	3.998624	40.759159	0.327256	NON	POST	karpad	a	A
69	18.636744	-67.149304	7.977668	329.224864	-657.313367	3.930648	40.368496	0.316125	NON	POST	karpad	a	A
70	18.508190	-67.511050	7.923799	330.872261	-661.976338	3.871497	39.970132	0.306187	NON	POST	karpad	a	A
71	18.383212	-67.852075	7.864956	332.732115	-666.541678	3.812495	39.584069	0.297169	NON	POST	karpad	a	A
72	18.246698	-68.172162	7.802163	334.792929	-671.032571	3.755182	39.179981	0.289007	NON	POST	karpad	a	A
73	18.101019	-68.471609	7.736148	336.875223	-675.449115	3.694333	38.763489	0.281331	NON	POST	karpad	a	A
74	17.947862	-68.750748	7.669797	338.916014	-679.783843	3.626872	38.338179	0.273405	NON	POST	karpad	a	A
75	17.793928	-69.011088	7.604800	340.871180	-684.025186	3.553246	37.915566	0.265086	NON	POST	karpad	a	A
76	17.643135	-69.254800	7.542038	342.692761	-688.158102	3.481004	37.500833	0.256426	NON	POST	karpad	a	A
77	17.497527	-69.483817	7.479133	344.315597	-692.159650	3.415033	37.114444	0.248652	NON	POST	karpad	a	A
78	17.351590	-69.698918	7.414159	345.474454	-695.986772	3.344879	36.735495	0.242440	NON	POST	karpad	a	A
79	17.200848	-69.900662	7.347389	346.207249	-699.611403	3.271286	36.346859	0.235906	NON	POST	karpad	a	A
80	17.045942	-70.089618	7.279074	346.617940	-703.022750	3.194724	35.949853	0.229109	NON	POST	karpad	a	A
81	16.887452	-70.266357	7.209440	346.782645	-706.221561	3.115557	35.545705	0.222090	NON	POST	karpad	a	A
82	16.725900	-70.431451	7.138686	346.761306	-709.216595	3.046110	35.135521	0.214877	NON	POST	karpad	a	A
83	16.561751	-70.584753	7.067086	346.592716	-712.020249	2.998775	34.720289	0.208904	NON	POST	karpad	a	A
84	16.395638	-70.725896	6.994964	346.255149	-714.636754	2.969310	34.301280	0.205145	NON	POST	karpad	a	A
85	16.228317	-70.855080	6.922572	345.717274	-717.062265	2.938802	33.879929	0.202964	NON	POST	karpad	a	A
86	16.060366	-70.972981	6.849971	344.990437	-719.293598	2.908619	33.457321	0.200735	NON	POST	karpad	a	A
87	15.891933	-71.080218	6.777226	344.097400	-721.330467	2.880678	33.033713	0.198537	NON	POST	karpad	a	A
88	15.723164	-71.177352	6.704477	343.052190	-723.173927	2.852782	32.609352	0.196479	NON	POST	karpad	a	A
89	15.554387	-71.264922	6.639316	341.869805	-724.826502	2.832030	32.184830	0.194455	NON	POST	karpad	a	A
90	15.403213	-71.344748	6.574019	340.552484	-726.286523	2.810862	31.794714	0.192998	NON	POST	karpad	a	A
91	15.251724	-71.417182	6.508640	339.187317	-727.566051	2.789421	31.404902	0.191532	NON	POST	karpad	a	A
92	15.100045	-71.482414	6.443368	337.772247	-728.675454	2.770782	31.015663	0.190063	NON	POST	karpad	a	A
93	14.948613	-71.540684	6.382805	336.303413	-729.623314	2.751569	30.628127	0.188763	NON	POST	karpad	a	A
94	14.808107	-71.593468	6.331165	334.780933	-730.413479	2.731865	30.272848	0.187439	NON	POST	karpad	a	A
95	14.688303	-71.643142	6.280417	333.241746	-731.050896	2.711737	29.960252	0.186098	NON	POST	karpad	a	A
96	14.570568	-71.690034	6.231363	331.696805	-731.547528	2.691214	29.647535	0.184742	NON	POST	karpad	a	A
97	14.456762	-71.734856	6.181394	330.138018	-731.913805	2.670599	29.329813	0.183370	NON	POST	karpad	a	A
98	14.340833	-71.777386	6.130926	328.581683	-732.161340	2.650809	29.007479	0.181997	NON	POST	karpad	a	A
99	14.223748	-71.817505	6.083598	327.020075	-732.299302	2.632877	28.684280	0.180677	NON	POST	karpad	a	A
100	14.113948	-71.855959	6.035610	325.444066	-732.331485	2.614907	28.396425	0.179466	NON	POST	karpad	a	A
101	14.002615	-71.892248	5.987339	323.883876	-732.268436	2.597478	28.105352	0.178262	NON	POST	karpad	a	A
102	13.890627	-71.926235	5.938876	322.327968	-732.117941	2.580007	27.814282	0.177079	NON	POST	karpad	a	A
103	13.778193	-71.957807	5.890293	320.769718	-731.886218	2.562494	27.523776	0.175899	NON	POST	karpad	a	A
104	13.665479	-71.986914	5.841642	319.204098	-731.578313	2.544950	27.234211	0.174724	NON	POST	karpad	a	A
105	13.552609	-72.013522	5.792971	317.627185	-731.198356	2.527388	26.945905	0.173552	NON	POST	karpad	a	A
106	13.439693	-72.037609	5.744323	316.035842	-730.749765	2.509820	26.659144	0.172384	NON	POST	karpad	a	A
107	13.326829	-72.059169	5.695736	314.427510	-730.235388	2.492258	26.374189	0.171222	NON	POST	karpad	a	A
108	13.214106	-72.078188	5.647247	312.800361	-729.657636	2.474713	26.091266	0.170064	NON	POST	karpad	a	A
109	13.101612	-72.094628	5.598899	311.152944	-729.018582	2.457196	25.810604	0.168912	NON	POST	karpad	a	A
110	12.989445	-72.108519	5.550717	309.484299	-728.320023	2.441055	25.532452	0.167767	NON	POST	karpad	a	A
111	12.877664	-72.119866	5.502747	307.793601	-727.563532	2.425226	25.256965	0.166705	NON	POST	karpad	a	A
1	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	karpus	u	A
2	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	karpus	u	A
3	0.000000	-49.494727	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	karpus	u	A
4	0.000000	-49.471207	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	karpus	u	A
5	0.000000	-49.415096	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	karpus	u	A
6	0.000000	-49.315582	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	karpus	u	A
7	0.000000	-49.164341	0.043077	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	karpus	u	A
8	0.099939	-48.979369	0.189763	0.000000	-75.235855	0.000000	0.004103	0.000000	TRAIN	POST	karpus	u	A
9	0.435828	-48.830009	0.364373	0.000000	-75.217941	0.000000	0.017964	0.000000	TRAIN	POST	karpus	u	A
10	0.818750	-48.719941	0.576936	0.000000	-75.184874	0.018483	0.034047	0.000000	TRAIN	POST	karpus	u	A
11	1.294331	-48.662920	0.774007	0.006527	-75.135944	0.064397	0.053859	0.000525	TRAIN	POST	karpus	u	A
12	1.737725	-48.608384	0.944309	0.055123	-75.086179	0.126766	0.072287	0.001770	TRAIN	POST	karpus	u	A
13	2.121907	-48.486558	1.086289	0.195447	-75.065462	0.198417	0.088237	0.003474	TRAIN	POST	karpus	u	A
14	2.442692	-48.210029	1.253144	0.469999	-75.114611	0.281245	0.101547	0.005436	TRAIN	POST	karpus	u	A
15	2.823052	-47.892919	1.561043	0.906733	-75.145096	0.367998	0.295050	0.007713	TRAIN	POST	karpus	u	A
16	3.532162	-47.719642	1.900282	1.517499	-74.827862	0.455583	0.982784	0.010099	TRAIN	POST	karpus	u	A
17	4.315245	-47.732506	2.193214	2.295169	-74.010408	0.874227	1.959703	0.012510	TRAIN	POST	karpus	u	A
18	4.991954	-47.839450	2.414108	3.885754	-73.161215	2.008693	2.809597	0.053105	TRAIN	POST	karpus	u	A
19	5.502432	-47.877451	2.557996	11.588066	-74.687208	3.102449	3.481790	0.175633	TRAIN	POST	karpus	u	A
20	5.835021	-47.717573	2.709829	25.115291	-80.271799	3.657576	3.870397	0.291085	TRAIN	POST	karpus	u	A
21	6.186703	-47.468354	3.035102	35.998516	-88.549655	3.982232	4.519312	0.342052	TRAIN	POST	karpus	u	A
22	6.941347	-47.354292	3.403322	45.012304	-98.330530	4.273987	6.352921	0.366673	TRAIN	POST	karpus	u	A
23	7.796141	-47.411975	3.763874	54.760294	-109.545009	4.511512	8.658054	0.387707	TRAIN	POST	karpus	u	A
24	8.633600	-47.612960	4.035137	65.028083	-122.162811	4.682491	11.003742	0.404274	TRAIN	POST	karpus	u	A
25	9.264320	-47.859208	4.252124	75.168313	-136.080357	4.785483	12.919131	0.415368	TRAIN	POST	karpus	u	A
26	9.769481	-48.097101	4.532186	84.737335	-151.007273	4.844650	14.633420	0.420470	TRAIN	POST	karpus	u	A
27	10.421306	-48.427606	4.775548	93.757856	-166.466087	4.885470	16.919855	0.423287	TRAIN	POST	karpus	u	A
28	10.988282	-48.830669	4.980192	103.542438	-182.568518	4.876397	19.081087	0.425320	TRAIN	POST	karpus	u	A
29	11.465698	-49.265669	5.129619	113.642168	-199.323953	4.841406	20.949483	0.423229	TRAIN	POST	karpus	u	A
30	11.815254	-49.657203	5.250084	124.095231	-216.763066	4.797600	22.427285	0.419337	TRAIN	POST	karpus	u	A
31	12.097834	-49.955607	5.392982	134.826823	-234.839943	4.727552	23.702503	0.413570	TRAIN	POST	karpus	u	A
32	12.432658	-50.156591	5.531699	145.942944	-253.436073	4.656896	25.108444	0.406365	TRAIN	POST	karpus	u	A
33	12.757961	-50.308712	5.740963	157.696441	-272.532805	4.583541	26.488528	0.401076	TRAIN	POST	karpus	u	A
34	13.247095	-50.544179	5.931991	170.047985	-291.995066	4.533915	28.258347	0.396250	TRAIN	POST	karpus	u	A
35	13.694069	-50.848771	6.136747	182.977366	-311.831651	4.453584	29.848741	0.394848	TRAIN	POST	karpus	u	A
36	14.173023	-51.245865	6.253078	195.627278	-331.806854	4.350746	31.518682	0.390755	TRAIN	POST	karpus	u	A
37	14.446955	-51.620271	6.301130	207.791951	-351.814469	4.257556	32.619544	0.384409	TRAIN	POST	karpus	u	A
38	14.562591	-51.853947	6.359038	218.631563	-371.577479	4.169042	33.241775	0.378402	TRAIN	POST	karpus	u	A
39	14.701194	-52.020780	6.586987	228.140903	-390.784604	4.088114	33.771838	0.372203	TRAIN	POST	karpus	u	A
40	15.234386	-52.318105	6.820182	237.219562	-409.100071	4.001391	35.511493	0.366426	TRAIN	POST	karpus	u	A
41	15.779834	-52.743134	7.032979	247.203994	-426.744311	3.927752	37.228691	0.360527	TRAIN	POST	karpus	u	A
42	16.278039	-53.276331	7.149940	257.164283	-443.761608	3.853105	38.807283	0.357274	TRAIN	POST	karpus	u	A
43	16.553975	-53.814474	7.200090	266.365400	-460.196240	3.780634	39.642416	0.353794	TRAIN	POST	karpus	u	A
44	16.674871	-54.271420	7.265911	274.432997	-475.978248	3.739763	39.986580	0.350042	TRAIN	POST	karpus	u	A
45	16.832057	-54.690944	7.402907	281.520289	-490.953214	3.695911	40.474229	0.348225	TRAIN	POST	karpus	u	A
46	17.154297	-55.162135	7.542278	288.691739	-505.117384	3.651519	41.322041	0.346080	TRAIN	POST	karpus	u	A
47	17.481976	-55.683416	7.676878	296.775314	-518.669398	3.608935	42.076570	0.343965	TRAIN	POST	karpus	u	A
48	17.798514	-56.254879	7.770725	305.594393	-531.662029	3.555790	42.675645	0.341628	TRAIN	POST	karpus	u	A
49	18.020431	-56.840518	7.833732	314.688838	-544.194176	3.497056	43.082427	0.338097	TRAIN	POST	karpus	u	A
50	18.170727	-57.407496	7.902503	323.749385	-556.329505	3.435216	43.372834	0.333834	TRAIN	POST	karpus	u	A
51	18.333806	-57.975762	8.011480	332.820916	-568.119820	3.439026	43.555153	0.328846	TRAIN	POST	karpus	u	A
52	18.586633	-58.565171	8.147400	342.116425	-579.611118	3.935025	43.755090	0.332403	TRAIN	POST	karpus	u	A
53	18.901969	-59.140801	8.265808	353.915857	-591.529305	4.433297	43.843329	0.400685	TRAIN	POST	karpus	u	A
54	19.176674	-59.703067	8.359678	369.930197	-604.952636	4.681166	43.850558	0.468541	TRAIN	POST	karpus	u	A
55	19.394452	-60.274119	8.420925	385.009879	-619.442424	4.752897	43.814004	0.500684	TRAIN	POST	karpus	u	A
56	19.536545	-60.856099	8.454952	397.234329	-634.098161	4.757895	43.702949	0.506964	TRAIN	POST	karpus	u	A
57	19.615487	-61.438125	8.479297	407.544630	-648.441357	4.725977	43.531481	0.504462	TRAIN	POST	karpus	u	A
58	19.671969	-62.019208	8.495246	416.575831	-662.232201	4.669869	43.334139	0.496511	TRAIN	POST	karpus	u	A
59	19.708970	-62.596795	8.498212	424.532309	-675.326834	4.602934	43.128677	0.485231	TRAIN	POST	karpus	u	A
60	19.715852	-63.164044	8.496347	431.418423	-687.630591	4.560641	42.896790	0.472439	TRAIN	POST	karpus	u	A
61	19.711524	-63.716908	8.481079	436.559997	-699.011742	4.514984	42.640625	0.463843	TRAIN	POST	karpus	u	A
62	19.676103	-64.250017	8.456288	439.817857	-709.373936	4.458766	42.350144	0.454747	TRAIN	POST	karpus	u	A
63	19.618587	-64.760436	8.433934	441.652257	-718.699388	4.392976	42.032247	0.444412	TRAIN	POST	karpus	u	A
64	19.566726	-65.249858	8.402803	442.392742	-727.010028	4.319070	41.746001	0.432979	TRAIN	POST	karpus	u	A
65	19.494502	-65.716772	8.371530	442.283289	-734.361247	4.248781	41.436402	0.420679	TRAIN	POST	karpus	u	A
66	19.421949	-66.161129	8.339714	441.480064	-740.811277	4.182781	41.164491	0.409650	TRAIN	POST	karpus	u	A
67	19.348136	-66.583264	8.300692	440.104164	-746.421993	4.115292	40.930301	0.399374	TRAIN	POST	karpus	u	A
68	19.257605	-66.982871	8.255429	438.323873	-751.269770	4.055364	40.668765	0.388863	TRAIN	POST	karpus	u	A
69	19.152595	-67.359158	8.204794	436.310856	-755.435698	3.989798	40.383079	0.379311	TRAIN	POST	karpus	u	A
70	19.035122	-67.712941	8.149391	434.150613	-758.996415	3.924128	40.076189	0.369198	TRAIN	POST	karpus	u	A
71	18.906587	-68.045088	8.089881	431.920890	-762.024473	3.857806	39.749867	0.359012	TRAIN	POST	karpus	u	A
72	18.768524	-68.356619	8.036697	429.671213	-764.585904	3.790306	39.406718	0.348649	TRAIN	POST	karpus	u	A
73	18.645137	-68.651078	7.979198	427.473405	-766.740290	3.721910	39.066719	0.338122	TRAIN	POST	karpus	u	A
74	18.511739	-68.928933	7.917846	425.386604	-768.546814	3.647879	38.707651	0.327503	TRAIN	POST	karpus	u	A
75	18.369403	-69.190726	7.853213	423.442975	-770.058392	3.568855	38.331559	0.316420	TRAIN	POST	karpus	u	A
76	18.219453	-69.437341	7.785594	421.675701	-771.323612	3.486112	37.941229	0.304956	TRAIN	POST	karpus	u	A
77	18.062579	-69.669444	7.715427	420.116431	-772.390310	3.399682	37.537710	0.293256	TRAIN	POST	karpus	u	A
78	17.899790	-69.887823	7.643051	418.765363	-773.299409	3.310376	37.122659	0.281305	TRAIN	POST	karpus	u	A
79	17.731879	-70.093357	7.568699	417.631002	-774.090055	3.218518	36.697360	0.269155	TRAIN	POST	karpus	u	A
80	17.559382	-70.286941	7.492575	416.688528	-774.794023	3.127781	36.262681	0.256765	TRAIN	POST	karpus	u	A
81	17.382775	-70.469433	7.414877	415.916705	-775.437691	3.034732	35.819360	0.244288	TRAIN	POST	karpus	u	A
82	17.202515	-70.641719	7.335767	415.300481	-776.044909	2.940410	35.368140	0.231548	TRAIN	POST	karpus	u	A
83	17.018979	-70.804268	7.255400	414.815470	-776.635901	2.870313	34.909618	0.218978	TRAIN	POST	karpus	u	A
84	16.832529	-70.955252	7.174783	414.310836	-777.213797	2.806174	34.444420	0.210980	TRAIN	POST	karpus	u	A
85	16.645496	-71.094885	7.094087	413.620837	-777.765170	2.745039	33.979159	0.204080	TRAIN	POST	karpus	u	A
86	16.458281	-71.223584	7.013358	412.786018	-778.282248	2.695621	33.514730	0.197786	TRAIN	POST	karpus	u	A
87	16.270991	-71.341347	6.932784	411.846260	-778.762930	2.663919	33.051190	0.192921	TRAIN	POST	karpus	u	A
88	16.084058	-71.447782	6.859457	410.789869	-779.201228	2.637442	32.589660	0.190130	TRAIN	POST	karpus	u	A
89	15.913941	-71.544885	6.787467	409.614481	-779.587756	2.609689	32.163250	0.187833	TRAIN	POST	karpus	u	A
90	15.746923	-71.633418	6.715738	408.377762	-779.922917	2.599492	31.745434	0.185474	TRAIN	POST	karpus	u	A
91	15.580512	-71.713320	6.644575	407.083851	-780.206969	2.590067	31.331061	0.184665	TRAIN	POST	karpus	u	A
92	15.415414	-71.785089	6.574008	405.719997	-780.437149	2.579923	30.921578	0.183965	TRAIN	POST	karpus	u	A
93	15.251698	-71.849224	6.504048	404.296202	-780.611852	2.569146	30.517109	0.183241	TRAIN	POST	karpus	u	A
94	15.089390	-71.906180	6.436469	402.820842	-780.730361	2.557815	30.117661	0.182498	TRAIN	POST	karpus	u	A
95	14.932608	-71.956985	6.370946	401.300810	-780.792528	2.552708	29.723414	0.181738	TRAIN	POST	karpus	u	A
96	14.780594	-72.002413	6.306011	399.741696	-780.798810	2.547558	29.334340	0.181347	TRAIN	POST	karpus	u	A
97	14.629944	-72.042748	6.241671	398.146418	-780.749855	2.542036	28.950727	0.180962	TRAIN	POST	karpus	u	A
98	14.480676	-72.078258	6.184360	396.519363	-780.646588	2.536169	28.572552	0.180566	TRAIN	POST	karpus	u	A
99	14.347715	-72.110635	6.127975	394.864354	-780.485821	2.530022	28.243237	0.180158	TRAIN	POST	karpus	u	A
100	14.216902	-72.139991	6.077047	393.224553	-780.272871	2.523610	27.921762	0.179748	TRAIN	POST	karpus	u	A
101	14.098748	-72.167501	6.028027	391.596736	-780.010248	2.516978	27.624928	0.179335	TRAIN	POST	karpus	u	A
102	13.985022	-72.193472	5.979091	390.006865	-779.704022	2.510139	27.338219	0.178923	TRAIN	POST	karpus	u	A
103	13.871490	-72.217765	5.930298	388.454079	-779.360088	2.503096	27.054235	0.178515	TRAIN	POST	karpus	u	A
104	13.758290	-72.240301	5.881687	386.926437	-778.982410	2.495850	26.773235	0.178106	TRAIN	POST	karpus	u	A
105	13.645513	-72.261021	5.833292	385.415163	-778.573630	2.488407	26.495425	0.177696	TRAIN	POST	karpus	u	A
106	13.533237	-72.279878	5.785143	383.913723	-778.135478	2.480773	26.220971	0.177285	TRAIN	POST	karpus	u	A
107	13.421532	-72.296837	5.737265	382.417591	-777.669088	2.472952	25.950020	0.176870	TRAIN	POST	karpus	u	A
108	13.310455	-72.311862	5.689683	380.923276	-777.175197	2.464953	25.682689	0.176452	TRAIN	POST	karpus	u	A
109	13.200064	-72.324891	5.642425	379.428534	-776.654305	2.456780	25.419095	0.176030	TRAIN	POST	karpus	u	A
110	13.090426	-72.335926	5.595506	377.931742	-776.106780	2.448441	25.159381	0.175604	TRAIN	POST	karpus	u	A
111	12.981574	-72.344978	5.548937	376.432197	-775.532941	2.439941	24.903600	0.175174	TRAIN	POST	karpus	u	A
1	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	karp^t	^	A
2	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	karp^t	^	A
3	0.000000	-49.494727	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	karp^t	^	A
4	0.000000	-49.471207	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	karp^t	^	A
5	0.000000	-49.415096	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	karp^t	^	A
6	0.000000	-49.315582	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	karp^t	^	A
7	0.000000	-49.164341	0.043077	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	karp^t	^	A
8	0.099939	-48.979369	0.189763	0.000000	-75.235855	0.000000	0.004103	0.000000	WORD	POST	karp^t	^	A
9	0.435828	-48.830009	0.364373	0.000000	-75.217941	0.000000	0.017964	0.000000	WORD	POST	karp^t	^	A
