Cycle	PhoneInhib	PhoneSum	PhoneSumPos	LexInhib	LexSum	LexSumPos	PWsum	WPsum	Item	Phase	Form	Critical	Set
22	8.166895	-48.157790	3.810154	43.735414	-88.533797	5.259803	13.284199	0.490825	TRAIN	POST	art^rg	r	A
23	8.740008	-48.395888	4.006503	54.506604	-98.322340	5.518041	15.364166	0.517842	TRAIN	POST	art^rg	r	A
24	9.196520	-48.624726	4.138357	67.626905	-110.645021	5.622242	17.088460	0.539427	TRAIN	POST	art^rg	r	A
25	9.503806	-48.757010	4.250475	80.979977	-125.407690	5.566229	18.385940	0.542123	TRAIN	POST	art^rg	r	A
26	9.765662	-48.755595	4.399149	93.133795	-141.957512	5.424896	19.615241	0.527652	TRAIN	POST	art^rg	r	A
27	10.112646	-48.739196	4.671304	105.261953	-159.892875	5.312387	21.200951	0.507134	TRAIN	POST	art^rg	r	A
28	10.746397	-48.888720	4.908503	117.967918	-178.903758	5.201637	23.518648	0.493219	TRAIN	POST	art^rg	r	A
29	11.299310	-49.154712	5.137175	131.432524	-199.021371	5.150467	25.534182	0.481057	TRAIN	POST	art^rg	r	A
30	11.832677	-49.519824	5.249616	144.125216	-219.827641	5.107417	27.410574	0.471620	TRAIN	POST	art^rg	r	A
31	12.096605	-49.841205	5.331028	155.719890	-241.028835	5.021030	28.558000	0.461140	TRAIN	POST	art^rg	r	A
32	12.288743	-50.056190	5.427633	165.919097	-262.140322	4.979987	29.625549	0.445958	TRAIN	POST	art^rg	r	A
33	12.516307	-50.191422	5.573085	175.835828	-282.927190	4.925383	31.013877	0.439738	TRAIN	POST	art^rg	r	A
34	12.857362	-50.306083	5.813958	186.118940	-303.314917	4.842415	32.885335	0.433661	TRAIN	POST	art^rg	r	A
35	13.419945	-50.485429	6.101949	197.274545	-323.350396	4.735818	35.309689	0.425281	TRAIN	POST	art^rg	r	A
36	14.091977	-50.796575	6.367320	208.919702	-343.038723	4.639430	38.067807	0.415282	TRAIN	POST	art^rg	r	A
37	14.711656	-51.197444	6.584920	220.598816	-362.400638	4.565239	40.662817	0.407514	TRAIN	POST	art^rg	r	A
38	15.220621	-51.621212	6.800027	231.942073	-381.388026	4.525696	43.035883	0.402489	TRAIN	POST	art^rg	r	A
39	15.723906	-52.088980	7.013201	243.087383	-399.947153	4.495257	45.401759	0.399876	TRAIN	POST	art^rg	r	A
40	16.222803	-52.610240	7.178777	253.983273	-418.021641	4.456116	47.761786	0.397778	TRAIN	POST	art^rg	r	A
41	16.611357	-53.150966	7.316441	264.845770	-435.678173	4.405194	49.740409	0.395020	TRAIN	POST	art^rg	r	A
42	16.935236	-53.669078	7.429965	275.419196	-452.911656	4.343070	51.421085	0.391104	TRAIN	POST	art^rg	r	A
43	17.203181	-54.103802	7.533985	285.381352	-469.674076	4.274375	52.761707	0.386071	TRAIN	POST	art^rg	r	A
44	17.449062	-54.408491	7.649704	294.487632	-485.874832	4.220497	53.808020	0.380411	TRAIN	POST	art^rg	r	A
45	17.722011	-54.662943	7.855528	302.928942	-501.455755	4.156998	54.619180	0.375755	TRAIN	POST	art^rg	r	A
46	18.203934	-55.020140	8.078161	311.502962	-516.393320	4.089206	55.735215	0.370142	TRAIN	POST	art^rg	r	A
47	18.724782	-55.524685	8.244332	321.078311	-530.867603	4.018111	56.819640	0.364282	TRAIN	POST	art^rg	r	A
48	19.114564	-56.124772	8.322987	331.542382	-545.077465	3.948268	57.539892	0.358304	TRAIN	POST	art^rg	r	A
49	19.301236	-56.748388	8.349340	342.396505	-559.129586	3.870029	57.738304	0.352533	TRAIN	POST	art^rg	r	A
50	19.366493	-57.333671	8.381690	353.207946	-573.022423	3.785826	57.655553	0.345838	TRAIN	POST	art^rg	r	A
51	19.445520	-57.902996	8.439282	364.038897	-586.736503	3.697799	57.409618	0.338414	TRAIN	POST	art^rg	r	A
52	19.579134	-58.478253	8.532210	375.057591	-600.273647	3.596197	57.036074	0.330275	TRAIN	POST	art^rg	r	A
53	19.794726	-59.083884	8.614370	386.358472	-613.627826	3.483233	56.635564	0.320612	TRAIN	POST	art^rg	r	A
54	19.985338	-59.722870	8.673249	397.791044	-626.771772	3.377646	56.199270	0.309602	TRAIN	POST	art^rg	r	A
55	20.121937	-60.388642	8.729853	409.082796	-639.648731	3.317720	55.734017	0.298619	TRAIN	POST	art^rg	r	A
56	20.253259	-61.072686	8.767684	420.026634	-652.175179	3.357615	55.400367	0.292378	TRAIN	POST	art^rg	r	A
57	20.341027	-61.753385	8.805068	430.322012	-664.297365	3.415042	55.052070	0.296816	TRAIN	POST	art^rg	r	A
58	20.427757	-62.427301	8.835784	438.633962	-675.830065	3.458527	54.697120	0.303895	TRAIN	POST	art^rg	r	A
59	20.499018	-63.090457	8.859110	445.379029	-686.675166	3.488676	54.337958	0.309172	TRAIN	POST	art^rg	r	A
60	20.553135	-63.738720	8.865483	450.918981	-696.791003	3.505262	53.994376	0.312715	TRAIN	POST	art^rg	r	A
61	20.567920	-64.365095	8.857573	455.405717	-706.170664	3.508069	53.606367	0.314563	TRAIN	POST	art^rg	r	A
62	20.549568	-64.965149	8.839151	458.909245	-714.814662	3.497586	53.180738	0.314759	TRAIN	POST	art^rg	r	A
63	20.506830	-65.536480	8.813095	461.489500	-722.728281	3.474804	52.733318	0.313402	TRAIN	POST	art^rg	r	A
64	20.446379	-66.078234	8.778022	463.223709	-729.924093	3.440930	52.275963	0.310632	TRAIN	POST	art^rg	r	A
65	20.365010	-66.589863	8.735149	464.195044	-736.425294	3.399535	51.794510	0.306600	TRAIN	POST	art^rg	r	A
66	20.265546	-67.071384	8.685561	464.452207	-742.256701	3.356027	51.292093	0.301583	TRAIN	POST	art^rg	r	A
67	20.150500	-67.523111	8.630222	464.074818	-747.455271	3.316446	50.771830	0.296091	TRAIN	POST	art^rg	r	A
68	20.022115	-67.945516	8.571282	463.115700	-752.062713	3.276311	50.236695	0.290827	TRAIN	POST	art^rg	r	A
69	19.885373	-68.339843	8.515473	461.594112	-756.119075	3.232891	49.698304	0.285429	TRAIN	POST	art^rg	r	A
70	19.755897	-68.709424	8.456271	459.574447	-759.660943	3.186397	49.197382	0.279669	TRAIN	POST	art^rg	r	A
71	19.618549	-69.055333	8.400638	457.113120	-762.728289	3.137002	48.686010	0.273569	TRAIN	POST	art^rg	r	A
72	19.489480	-69.380719	8.340644	454.247561	-765.353532	3.084862	48.203434	0.267144	TRAIN	POST	art^rg	r	A
73	19.350293	-69.686171	8.276806	451.019644	-767.572561	3.030268	47.704690	0.260402	TRAIN	POST	art^rg	r	A
74	19.202190	-69.972298	8.209642	447.467010	-769.418288	2.973456	47.191917	0.253350	TRAIN	POST	art^rg	r	A
75	19.046369	-70.239848	8.139549	443.652602	-770.923218	2.927445	46.667401	0.245993	TRAIN	POST	art^rg	r	A
76	18.883753	-70.488985	8.066875	439.727993	-772.126814	2.885788	46.132497	0.239794	TRAIN	POST	art^rg	r	A
77	18.715148	-70.720404	7.991899	435.823810	-773.071005	2.842794	45.588435	0.233970	TRAIN	POST	art^rg	r	A
78	18.541205	-70.935038	7.914847	432.069450	-773.801906	2.812760	45.036280	0.228007	TRAIN	POST	art^rg	r	A
79	18.362444	-71.133120	7.836059	428.562437	-774.365975	2.790197	44.476947	0.223328	TRAIN	POST	art^rg	r	A
80	18.179657	-71.315324	7.755861	425.364722	-774.806535	2.769944	43.911618	0.219283	TRAIN	POST	art^rg	r	A
81	17.993596	-71.482454	7.674491	422.513276	-775.163456	2.748465	43.342010	0.215454	TRAIN	POST	art^rg	r	A
82	17.804819	-71.635294	7.592171	420.044892	-775.474033	2.725980	42.769530	0.211557	TRAIN	POST	art^rg	r	A
83	17.613836	-71.774530	7.509166	417.971705	-775.771306	2.703496	42.195602	0.207628	TRAIN	POST	art^rg	r	A
84	17.421265	-71.900926	7.425619	416.280685	-776.082492	2.684284	41.622167	0.203745	TRAIN	POST	art^rg	r	A
85	17.227434	-72.015098	7.341747	414.935077	-776.427837	2.664499	41.050004	0.200116	TRAIN	POST	art^rg	r	A
86	17.032853	-72.117629	7.257774	413.886513	-776.820515	2.644311	40.480411	0.196538	TRAIN	POST	art^rg	r	A
87	16.838036	-72.209161	7.173825	413.080616	-777.267086	2.623897	39.914232	0.193035	TRAIN	POST	art^rg	r	A
88	16.643275	-72.290290	7.090018	412.458872	-777.768082	2.603929	39.352084	0.189628	TRAIN	POST	art^rg	r	A
89	16.448840	-72.361558	7.006465	411.961991	-778.318820	2.590812	38.794552	0.186349	TRAIN	POST	art^rg	r	A
90	16.254998	-72.423157	6.923576	411.514977	-778.908623	2.588652	38.242195	0.184166	TRAIN	POST	art^rg	r	A
91	16.062695	-72.475038	6.841994	410.830405	-779.501501	2.585792	37.697966	0.183977	TRAIN	POST	art^rg	r	A
92	15.873425	-72.517865	6.767783	409.877193	-780.063776	2.582585	37.166692	0.183734	TRAIN	POST	art^rg	r	A
93	15.701257	-72.553668	6.694971	408.714593	-780.567472	2.578639	36.706228	0.183457	TRAIN	POST	art^rg	r	A
94	15.532332	-72.582959	6.622899	407.424035	-781.001842	2.574033	36.258091	0.183145	TRAIN	POST	art^rg	r	A
95	15.365126	-72.606121	6.551583	406.033171	-781.361047	2.568829	35.815703	0.182805	TRAIN	POST	art^rg	r	A
96	15.199673	-72.623511	6.483090	404.559936	-781.641930	2.563084	35.379144	0.182440	TRAIN	POST	art^rg	r	A
97	15.040770	-72.636159	6.417560	403.018623	-781.843145	2.556947	34.948673	0.182054	TRAIN	POST	art^rg	r	A
98	14.888739	-72.644969	6.366102	401.426345	-781.964838	2.550516	34.533582	0.181653	TRAIN	POST	art^rg	r	A
99	14.769356	-72.653116	6.315052	399.801465	-781.998910	2.543898	34.246087	0.181240	TRAIN	POST	art^rg	r	A
100	14.650921	-72.660552	6.263822	398.231143	-781.958218	2.537090	33.962190	0.180834	TRAIN	POST	art^rg	r	A
101	14.532066	-72.667107	6.212479	396.700534	-781.852906	2.530088	33.676404	0.180430	TRAIN	POST	art^rg	r	A
102	14.412951	-72.672626	6.161087	395.195061	-781.690338	2.522891	33.389273	0.180027	TRAIN	POST	art^rg	r	A
103	14.293720	-72.676955	6.109709	393.703770	-781.475870	2.515501	33.101282	0.179623	TRAIN	POST	art^rg	r	A
104	14.174524	-72.680002	6.058389	392.218762	-781.213453	2.507922	32.812886	0.179217	TRAIN	POST	art^rg	r	A
105	14.055463	-72.681694	6.010021	390.734335	-780.906051	2.500156	32.524440	0.178806	TRAIN	POST	art^rg	r	A
106	13.943249	-72.682603	5.965661	389.246518	-780.553136	2.492231	32.263991	0.178392	TRAIN	POST	art^rg	r	A
107	13.840334	-72.683504	5.921078	387.770510	-780.154746	2.484173	32.042065	0.177976	TRAIN	POST	art^rg	r	A
108	13.736902	-72.684178	5.876329	386.325349	-779.716974	2.475978	31.817914	0.177563	TRAIN	POST	art^rg	r	A
109	13.633083	-72.684414	5.831474	384.899765	-779.244054	2.467643	31.591960	0.177151	TRAIN	POST	art^rg	r	A
110	13.529020	-72.684066	5.786550	383.485151	-778.738901	2.459166	31.364659	0.176737	TRAIN	POST	art^rg	r	A
111	13.424796	-72.683005	5.741590	382.075317	-778.203534	2.450547	31.136286	0.176322	TRAIN	POST	art^rg	r	A
1	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	art^st	s	A
2	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	art^st	s	A
3	0.000000	-49.494727	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	art^st	s	A
4	0.000000	-49.471207	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	art^st	s	A
5	0.000000	-49.415096	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	art^st	s	A
6	0.000000	-49.315582	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	art^st	s	A
7	0.000000	-49.164341	0.043077	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	art^st	s	A
8	0.099939	-48.979369	0.189763	0.000000	-75.235855	0.000000	0.004103	0.000000	WORD	POST	art^st	s	A
9	0.435828	-48.830686	0.364373	0.000000	-75.217941	0.000000	0.017964	0.000000	WORD	POST	art^st	s	A
10	0.818750	-48.723603	0.576936	0.000000	-75.184874	0.018483	0.034047	0.000000	WORD	POST	art^st	s	A
11	1.294331	-48.665496	0.774007	0.006527	-75.135944	0.064397	0.053859	0.000525	WORD	POST	art^st	s	A
12	1.737725	-48.609433	0.944309	0.055123	-75.086179	0.126766	0.072287	0.001770	WORD	POST	art^st	s	A
13	2.121907	-48.489774	1.086289	0.195447	-75.065462	0.198417	0.088237	0.003474	WORD	POST	art^st	s	A
14	2.442692	-48.230931	1.255122	0.469999	-75.114611	0.281245	0.101547	0.005436	WORD	POST	art^st	s	A
15	2.827642	-47.911786	1.641638	0.906733	-75.069084	0.367998	0.475660	0.007713	WORD	POST	art^st	s	A
16	3.719143	-47.792458	2.023323	1.517499	-74.159172	0.455577	2.016595	0.010099	WORD	POST	art^st	s	A
17	4.600701	-47.814866	2.410286	2.295121	-72.185512	0.864858	3.803880	0.012510	WORD	POST	art^st	s	A
18	5.495562	-47.960067	2.689302	3.610022	-69.387755	2.709261	5.712569	0.053357	WORD	POST	art^st	s	A
19	6.140881	-47.989285	2.934034	12.653437	-70.028931	4.119401	7.135516	0.269529	WORD	POST	art^st	s	A
20	6.707429	-47.909450	3.263523	26.675441	-74.993252	4.443494	8.572159	0.426495	WORD	POST	art^st	s	A
21	7.471274	-47.979328	3.563351	33.046318	-80.699995	4.929905	10.951589	0.447200	WORD	POST	art^st	s	A
22	8.166895	-48.157790	3.810154	43.735414	-88.533797	5.259803	13.284199	0.490825	WORD	POST	art^st	s	A
23	8.740008	-48.395888	4.006503	54.506604	-98.322340	5.518041	15.364166	0.517842	WORD	POST	art^st	s	A
24	9.196520	-48.624726	4.138357	67.626905	-110.645021	5.622242	17.088460	0.539427	WORD	POST	art^st	s	A
25	9.503806	-48.757010	4.250475	80.979977	-125.407690	5.566229	18.385940	0.542123	WORD	POST	art^st	s	A
26	9.765662	-48.755595	4.399149	93.133795	-141.957512	5.424896	19.615241	0.527652	WORD	POST	art^st	s	A
27	10.112646	-48.739196	4.671304	105.261953	-159.892875	5.312387	21.200951	0.507134	WORD	POST	art^st	s	A
28	10.746397	-48.888720	4.908503	117.967918	-178.903758	5.201637	23.518648	0.493219	WORD	POST	art^st	s	A
29	11.299310	-49.154712	5.137175	131.432524	-199.021371	5.150467	25.534182	0.481057	WORD	POST	art^st	s	A
30	11.832677	-49.519824	5.249616	144.125216	-219.827641	5.107417	27.410574	0.471620	WORD	POST	art^st	s	A
31	12.096605	-49.841205	5.331028	155.719890	-241.028835	5.021030	28.558000	0.461140	WORD	POST	art^st	s	A
32	12.288743	-50.056190	5.427633	165.919097	-262.140322	4.979987	29.625549	0.445958	WORD	POST	art^st	s	A
33	12.516307	-50.217055	5.567154	175.835828	-282.927190	4.925383	31.013877	0.439738	WORD	POST	art^st	s	A
34	12.843603	-50.404050	5.783845	186.118940	-303.326719	4.842112	32.832189	0.433661	WORD	POST	art^st	s	A
35	13.350081	-50.706367	5.985307	197.200109	-323.398190	4.734848	35.066015	0.425224	WORD	POST	art^st	s	A
36	13.821367	-51.117166	6.133589	208.591161	-343.207878	4.636379	37.156966	0.415067	WORD	POST	art^st	s	A
37	14.169401	-51.565094	6.209108	219.607769	-362.740204	4.557077	38.797290	0.406856	WORD	POST	art^st	s	A
38	14.348737	-51.938633	6.312738	229.887928	-381.931320	4.507370	39.876989	0.401201	WORD	POST	art^st	s	A
39	14.593397	-52.276362	6.471108	239.157178	-400.514902	4.473443	41.128852	0.397487	WORD	POST	art^st	s	A
40	14.965146	-52.626193	6.634675	248.258067	-418.432286	4.434260	42.536046	0.394806	WORD	POST	art^st	s	A
41	15.349041	-52.970410	6.829249	257.549674	-435.770130	4.384399	43.787470	0.391940	WORD	POST	art^st	s	A
42	15.804952	-53.323081	7.030927	266.727421	-452.508411	4.336176	45.087950	0.388130	WORD	POST	art^st	s	A
43	16.277417	-53.652778	7.245486	275.704024	-468.599758	4.301747	46.555605	0.384089	WORD	POST	art^st	s	A
44	16.779746	-53.942312	7.471325	284.663370	-484.005113	4.281859	48.312587	0.380773	WORD	POST	art^st	s	A
45	17.308177	-54.268957	7.739935	294.016957	-498.766849	4.254272	50.322001	0.378571	WORD	POST	art^st	s	A
46	17.935764	-54.724272	7.962285	303.768483	-512.846439	4.212712	52.691184	0.375558	WORD	POST	art^st	s	A
47	18.455953	-55.277090	8.141329	314.377901	-526.451703	4.169194	54.717981	0.371253	WORD	POST	art^st	s	A
48	18.875601	-55.915797	8.233078	325.785873	-539.782226	4.112482	56.398466	0.367259	WORD	POST	art^st	s	A
49	19.092653	-56.578354	8.276292	337.557951	-552.941487	4.046638	57.509814	0.361974	WORD	POST	art^st	s	A
50	19.197029	-57.212696	8.322128	349.243003	-565.964810	4.029621	58.264347	0.355865	WORD	POST	art^st	s	A
51	19.307337	-57.830732	8.387672	361.004771	-578.871690	4.104217	58.826951	0.357612	WORD	POST	art^st	s	A
52	19.459399	-58.432307	8.486087	374.386824	-592.070415	4.132997	59.128085	0.373408	WORD	POST	art^st	s	A
53	19.687721	-59.051638	8.585423	388.711735	-605.767019	4.102352	59.199185	0.383184	WORD	POST	art^st	s	A
54	19.918181	-59.698428	8.650925	402.560163	-619.748816	4.027788	59.198059	0.384974	WORD	POST	art^st	s	A
55	20.070146	-60.365326	8.696624	415.286154	-633.723989	3.930155	59.026800	0.379938	WORD	POST	art^st	s	A
56	20.176166	-61.043623	8.717610	426.324578	-647.306320	3.891298	58.848463	0.371786	WORD	POST	art^st	s	A
57	20.224855	-61.715042	8.739128	435.135206	-660.158887	3.876853	58.601474	0.369176	WORD	POST	art^st	s	A
58	20.274776	-62.378303	8.770598	441.685395	-672.036204	3.874648	58.335431	0.367890	WORD	POST	art^st	s	A
59	20.347787	-63.034973	8.782793	446.865421	-682.868366	3.869943	58.161112	0.367940	WORD	POST	art^st	s	A
60	20.376078	-63.674560	8.781933	451.262032	-692.724818	3.863337	57.919086	0.367401	WORD	POST	art^st	s	A
61	20.374083	-64.290889	8.774198	455.075147	-701.699298	3.852682	57.631972	0.366404	WORD	POST	art^st	s	A
62	20.356139	-64.881224	8.754149	458.332693	-709.875773	3.827117	57.321406	0.365072	WORD	POST	art^st	s	A
63	20.309626	-65.442796	8.735449	461.023291	-717.328291	3.782005	56.959428	0.361895	WORD	POST	art^st	s	A
64	20.266242	-65.977643	8.709226	463.111835	-724.107846	3.716497	56.592494	0.356257	WORD	POST	art^st	s	A
65	20.205403	-66.485963	8.673843	464.622148	-730.262751	3.630691	56.183524	0.348073	WORD	POST	art^st	s	A
66	20.123315	-66.968045	8.630432	465.527507	-735.829934	3.533949	55.731866	0.337379	WORD	POST	art^st	s	A
67	20.022601	-67.424394	8.580092	465.827228	-740.840261	3.425174	55.242091	0.324949	WORD	POST	art^st	s	A
68	19.905813	-67.855854	8.528018	465.551418	-745.329483	3.323420	54.719325	0.311062	WORD	POST	art^st	s	A
69	19.785001	-68.263596	8.475324	464.707328	-749.326529	3.220831	54.196483	0.297940	WORD	POST	art^st	s	A
70	19.662751	-68.649383	8.417108	463.347046	-752.869590	3.150322	53.679020	0.284983	WORD	POST	art^st	s	A
71	19.527691	-69.011357	8.354540	461.461215	-755.991310	3.094635	53.131384	0.276239	WORD	POST	art^st	s	A
72	19.382533	-69.349799	8.288440	459.014348	-758.709861	3.047379	52.561557	0.269140	WORD	POST	art^st	s	A
73	19.229180	-69.665630	8.219259	456.048840	-761.042109	2.999855	51.974715	0.262441	WORD	POST	art^st	s	A
74	19.068681	-69.959882	8.147513	452.624602	-763.006829	2.951431	51.373169	0.255530	WORD	POST	art^st	s	A
75	18.902230	-70.233677	8.073523	448.808995	-764.625053	2.913515	50.760113	0.248434	WORD	POST	art^st	s	A
76	18.730573	-70.487022	7.997631	444.659799	-765.917240	2.879139	50.137247	0.242977	WORD	POST	art^st	s	A
77	18.554504	-70.720704	7.920188	440.251479	-766.903970	2.846168	49.506643	0.237984	WORD	POST	art^st	s	A
78	18.374835	-70.935840	7.841383	435.775467	-767.617902	2.820204	48.870714	0.233122	WORD	POST	art^st	s	A
79	18.192009	-71.133382	7.761451	431.391852	-768.099441	2.794636	48.230385	0.228833	WORD	POST	art^st	s	A
80	18.006567	-71.314443	7.680528	427.234284	-768.393764	2.772988	47.587122	0.224448	WORD	POST	art^st	s	A
81	17.818824	-71.479893	7.598879	423.403524	-768.548085	2.754729	46.941453	0.220404	WORD	POST	art^st	s	A
82	17.629399	-71.630642	7.516680	419.961157	-768.608088	2.735277	46.295131	0.216575	WORD	POST	art^st	s	A
83	17.438698	-71.767626	7.434021	416.961117	-768.617768	2.714553	45.649253	0.212674	WORD	POST	art^st	s	A
84	17.246928	-71.891704	7.357873	414.426457	-768.617293	2.695500	45.004198	0.208718	WORD	POST	art^st	s	A
85	17.070265	-72.005196	7.280915	412.349073	-768.633644	2.677437	44.427251	0.204898	WORD	POST	art^st	s	A
86	16.891721	-72.108539	7.203185	410.734579	-768.698738	2.658679	43.847796	0.201202	WORD	POST	art^st	s	A
87	16.711388	-72.202156	7.124826	409.519046	-768.834602	2.639933	43.265721	0.197546	WORD	POST	art^st	s	A
88	16.529596	-72.286333	7.046080	408.632197	-769.054066	2.620969	42.681982	0.193971	WORD	POST	art^st	s	A
89	16.346905	-72.361460	6.967084	408.000673	-769.361575	2.601890	42.098498	0.190486	WORD	POST	art^st	s	A
90	16.163635	-72.427914	6.887966	407.552315	-769.754514	2.582821	41.516260	0.187108	WORD	POST	art^st	s	A
91	15.980080	-72.486057	6.808844	407.218446	-770.224462	2.577684	40.936196	0.183852	WORD	POST	art^st	s	A
92	15.796517	-72.535321	6.730692	406.817973	-770.747226	2.575227	40.359163	0.183096	WORD	POST	art^st	s	A
93	15.615205	-72.576118	6.653699	406.102634	-771.277919	2.571870	39.792359	0.182905	WORD	POST	art^st	s	A
94	15.436581	-72.609034	6.577877	405.132566	-771.784127	2.567723	39.237310	0.182655	WORD	POST	art^st	s	A
95	15.260673	-72.634658	6.503187	403.963070	-772.243701	2.562880	38.693989	0.182359	WORD	POST	art^st	s	A
96	15.087393	-72.653526	6.432625	402.636945	-772.642010	2.557418	38.161991	0.182024	WORD	POST	art^st	s	A
97	14.923690	-72.667154	6.363274	401.187335	-772.969703	2.551551	37.641253	0.181658	WORD	POST	art^st	s	A
98	14.762794	-72.675990	6.304906	399.648292	-773.222910	2.545328	37.131175	0.181270	WORD	POST	art^st	s	A
99	14.627382	-72.682611	6.252062	398.039417	-773.391951	2.538849	36.722467	0.180863	WORD	POST	art^st	s	A
100	14.504783	-72.688217	6.202025	396.436999	-773.480421	2.532158	36.365851	0.180453	WORD	POST	art^st	s	A
101	14.388698	-72.693306	6.156371	394.867978	-773.496183	2.525273	36.039166	0.180044	WORD	POST	art^st	s	A
102	14.282780	-72.698676	6.110368	393.337512	-773.445132	2.518223	35.758185	0.179638	WORD	POST	art^st	s	A
103	14.176053	-72.704033	6.064092	391.859724	-773.337883	2.510999	35.475497	0.179239	WORD	POST	art^st	s	A
104	14.068693	-72.709155	6.017600	390.416739	-773.181819	2.503599	35.191643	0.178841	WORD	POST	art^st	s	A
105	13.960832	-72.713850	5.970940	388.995298	-772.982052	2.496021	34.907052	0.178444	WORD	POST	art^st	s	A
106	13.852581	-72.717951	5.924155	387.585433	-772.742105	2.488267	34.622098	0.178046	WORD	POST	art^st	s	A
107	13.744039	-72.721314	5.877281	386.179703	-772.464378	2.480338	34.337108	0.177645	WORD	POST	art^st	s	A
108	13.635291	-72.723804	5.830355	384.772760	-772.150518	2.472238	34.052366	0.177240	WORD	POST	art^st	s	A
109	13.526424	-72.725286	5.783421	383.360728	-771.801687	2.463971	33.768152	0.176831	WORD	POST	art^st	s	A
110	13.417536	-72.725674	5.736500	381.940899	-771.418703	2.455541	33.484796	0.176417	WORD	POST	art^st	s	A
111	13.308680	-72.724897	5.689611	380.511484	-771.002211	2.446953	33.202463	0.175999	WORD	POST	art^st	s	A
1	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	karpad	a	A
2	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	karpad	a	A
3	0.000000	-49.494727	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	karpad	a	A
4	0.000000	-49.471207	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	karpad	a	A
5	0.000000	-49.415096	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	karpad	a	A
6	0.000000	-49.315582	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	karpad	a	A
7	0.000000	-49.164341	0.043077	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	karpad	a	A
8	0.099939	-48.979369	0.189763	0.000000	-75.235855	0.000000	0.004103	0.000000	NON	POST	karpad	a	A
9	0.435828	-48.830009	0.364373	0.000000	-75.217941	0.000000	0.017964	0.000000	NON	POST	karpad	a	A
10	0.818750	-48.719941	0.576936	0.000000	-75.184874	0.018483	0.034047	0.000000	NON	POST	karpad	a	A
11	1.294331	-48.662920	0.774007	0.006527	-75.135944	0.064397	0.053859	0.000525	NON	POST	karpad	a	A
12	1.737725	-48.608384	0.944309	0.055123	-75.086179	0.126766	0.072287	0.001770	NON	POST	karpad	a	A
13	2.121907	-48.486558	1.086289	0.195447	-75.065462	0.198417	0.088237	0.003474	NON	POST	karpad	a	A
14	2.442692	-48.210029	1.253144	0.469999	-75.114611	0.281245	0.101547	0.005436	NON	POST	karpad	a	A
15	2.823052	-47.892919	1.561043	0.906733	-75.145096	0.367998	0.295050	0.007713	NON	POST	karpad	a	A
16	3.532162	-47.719642	1.900282	1.517499	-74.827862	0.455583	0.982784	0.010099	NON	POST	karpad	a	A
17	4.315245	-47.732506	2.193214	2.295169	-74.010408	0.874227	1.959703	0.012510	NON	POST	karpad	a	A
18	4.991954	-47.839450	2.414108	3.885754	-73.161215	2.008693	2.809597	0.053105	NON	POST	karpad	a	A
19	5.502432	-47.877451	2.557996	11.588066	-74.687208	3.102449	3.481790	0.175633	NON	POST	karpad	a	A
20	5.835021	-47.717573	2.709829	25.115291	-80.271799	3.657576	3.870397	0.291085	NON	POST	karpad	a	A
21	6.186703	-47.468354	3.035102	35.998516	-88.549655	3.982232	4.519312	0.342052	NON	POST	karpad	a	A
22	6.941347	-47.354292	3.403322	45.012304	-98.330530	4.273987	6.352921	0.366673	NON	POST	karpad	a	A
23	7.796141	-47.411975	3.763874	54.760294	-109.545009	4.511512	8.658054	0.387707	NON	POST	karpad	a	A
24	8.633600	-47.612960	4.035137	65.028083	-122.162811	4.682491	11.003742	0.404274	NON	POST	karpad	a	A
25	9.264320	-47.859208	4.252124	75.168313	-136.080357	4.785483	12.919131	0.415368	NON	POST	karpad	a	A
26	9.769481	-48.097101	4.532186	84.737335	-151.007273	4.844650	14.633420	0.420470	NON	POST	karpad	a	A
27	10.421306	-48.427606	4.775548	93.757856	-166.466087	4.885470	16.919855	0.423287	NON	POST	karpad	a	A
28	10.988282	-48.830669	4.980192	103.542438	-182.568518	4.876397	19.081087	0.425320	NON	POST	karpad	a	A
29	11.465698	-49.265669	5.129619	113.642168	-199.323953	4.841406	20.949483	0.423229	NON	POST	karpad	a	A
30	11.815254	-49.657203	5.250084	124.095231	-216.763066	4.797600	22.427285	0.419337	NON	POST	karpad	a	A
